Domain,Area,Element,Item,Year,Value
"Livestock Primary","Bosnia and Herzegovina","Production","Meat, Total","2011","87070"
"Livestock Primary","Bosnia and Herzegovina","Production","Meat, Total","2012","94264"
"Livestock Primary","Bosnia and Herzegovina","Production","Milk,Total","1992","468000"
"Livestock Primary","Bosnia and Herzegovina","Production","Milk,Total","1993","446000"
"Livestock Primary","Bosnia and Herzegovina","Production","Milk,Total","1994","393500"
"Livestock Primary","Bosnia and Herzegovina","Production","Milk,Total","1995","372000"
"Livestock Primary","Bosnia and Herzegovina","Production","Milk,Total","1996","315600"
"Livestock Primary","Bosnia and Herzegovina","Production","Milk,Total","1997","430000"
"Livestock Primary","Bosnia and Herzegovina","Production","Milk,Total","1998","546000"
"Livestock Primary","Bosnia and Herzegovina","Production","Milk,Total","1999","548800"
"Livestock Primary","Bosnia and Herzegovina","Production","Milk,Total","2000","559500"
"Livestock Primary","Bosnia and Herzegovina","Production","Milk,Total","2001","541800"
"Livestock Primary","Bosnia and Herzegovina","Production","Milk,Total","2002","535300"
"Livestock Primary","Bosnia and Herzegovina","Production","Milk,Total","2003","555700"
"Livestock Primary","Bosnia and Herzegovina","Production","Milk,Total","2004","617122"
"Livestock Primary","Bosnia and Herzegovina","Production","Milk,Total","2005","667700"
"Livestock Primary","Bosnia and Herzegovina","Production","Milk,Total","2006","703520"
"Livestock Primary","Bosnia and Herzegovina","Production","Milk,Total","2007","767826"
"Livestock Primary","Bosnia and Herzegovina","Production","Milk,Total","2008","779456"
"Livestock Primary","Bosnia and Herzegovina","Production","Milk,Total","2009","816207"
"Livestock Primary","Bosnia and Herzegovina","Production","Milk,Total","2010","734500"
"Livestock Primary","Bosnia and Herzegovina","Production","Milk,Total","2011","707000"
"Livestock Primary","Bosnia and Herzegovina","Production","Milk,Total","2012","691000"
"Livestock Primary","Botswana","Production","Eggs Primary","1990","1950"
"Livestock Primary","Botswana","Production","Eggs Primary","1991","2000"
"Livestock Primary","Botswana","Production","Eggs Primary","1992","1450"
"Livestock Primary","Botswana","Production","Eggs Primary","1993","1000"
"Livestock Primary","Botswana","Production","Eggs Primary","1994","1850"
"Livestock Primary","Botswana","Production","Eggs Primary","1995","2950"
"Livestock Primary","Botswana","Production","Eggs Primary","1996","1300"
"Livestock Primary","Botswana","Production","Eggs Primary","1997","1850"
"Livestock Primary","Botswana","Production","Eggs Primary","1998","2300"
"Livestock Primary","Botswana","Production","Eggs Primary","1999","2750"
"Livestock Primary","Botswana","Production","Eggs Primary","2000","3200"
"Livestock Primary","Botswana","Production","Eggs Primary","2001","3650"
"Livestock Primary","Botswana","Production","Eggs Primary","2002","3850"
"Livestock Primary","Botswana","Production","Eggs Primary","2003","4000"
"Livestock Primary","Botswana","Production","Eggs Primary","2004","4100"
"Livestock Primary","Botswana","Production","Eggs Primary","2005","4200"
"Livestock Primary","Botswana","Production","Eggs Primary","2006","4730"
"Livestock Primary","Botswana","Production","Eggs Primary","2007","5000"
"Livestock Primary","Botswana","Production","Eggs Primary","2008","4500"
"Livestock Primary","Botswana","Production","Eggs Primary","2009","4264"
"Livestock Primary","Botswana","Production","Eggs Primary","2010","4500"
"Livestock Primary","Botswana","Production","Eggs Primary","2011","4500"
"Livestock Primary","Botswana","Production","Eggs Primary","2012","4600"
"Livestock Primary","Botswana","Production","Meat, Total","1990","60018"
"Livestock Primary","Botswana","Production","Meat, Total","1991","63892"
"Livestock Primary","Botswana","Production","Meat, Total","1992","67777"
"Livestock Primary","Botswana","Production","Meat, Total","1993","68000"
"Livestock Primary","Botswana","Production","Meat, Total","1994","57733"
"Livestock Primary","Botswana","Production","Meat, Total","1995","74249"
"Livestock Primary","Botswana","Production","Meat, Total","1996","69877"
"Livestock Primary","Botswana","Production","Meat, Total","1997","66534"
"Livestock Primary","Botswana","Production","Meat, Total","1998","64124"
"Livestock Primary","Botswana","Production","Meat, Total","1999","54307"
"Livestock Primary","Botswana","Production","Meat, Total","2000","58451"
"Livestock Primary","Botswana","Production","Meat, Total","2001","63256"
"Livestock Primary","Botswana","Production","Meat, Total","2002","57272"
"Livestock Primary","Botswana","Production","Meat, Total","2003","51402"
"Livestock Primary","Botswana","Production","Meat, Total","2004","61623"
"Livestock Primary","Botswana","Production","Meat, Total","2005","61617"
"Livestock Primary","Botswana","Production","Meat, Total","2006","61099"
"Livestock Primary","Botswana","Production","Meat, Total","2007","64588"
"Livestock Primary","Botswana","Production","Meat, Total","2008","68694"
"Livestock Primary","Botswana","Production","Meat, Total","2009","73561"
"Livestock Primary","Botswana","Production","Meat, Total","2010","81667"
"Livestock Primary","Botswana","Production","Meat, Total","2011","86308"
"Livestock Primary","Botswana","Production","Meat, Total","2012","87241"
"Livestock Primary","Botswana","Production","Milk,Total","1990","115350"
"Livestock Primary","Botswana","Production","Milk,Total","1991","485909"
"Livestock Primary","Botswana","Production","Milk,Total","1992","388839"
"Livestock Primary","Botswana","Production","Milk,Total","1993","326260"
"Livestock Primary","Botswana","Production","Milk,Total","1994","381697"
"Livestock Primary","Botswana","Production","Milk,Total","1995","432376"
"Livestock Primary","Botswana","Production","Milk,Total","1996","389193"
"Livestock Primary","Botswana","Production","Milk,Total","1997","397954"
"Livestock Primary","Botswana","Production","Milk,Total","1998","389326"
"Livestock Primary","Botswana","Production","Milk,Total","1999","401851"
"Livestock Primary","Botswana","Production","Milk,Total","2000","486184"
"Livestock Primary","Botswana","Production","Milk,Total","2001","477618"
"Livestock Primary","Botswana","Production","Milk,Total","2002","391884"
"Livestock Primary","Botswana","Production","Milk,Total","2003","413100"
"Livestock Primary","Botswana","Production","Milk,Total","2004","421067"
"Livestock Primary","Botswana","Production","Milk,Total","2005","429953"
"Livestock Primary","Botswana","Production","Milk,Total","2006","419248"
"Livestock Primary","Botswana","Production","Milk,Total","2007","424065"
"Livestock Primary","Botswana","Production","Milk,Total","2008","443821"
"Livestock Primary","Botswana","Production","Milk,Total","2009","462586"
"Livestock Primary","Botswana","Production","Milk,Total","2010","496068"
"Livestock Primary","Botswana","Production","Milk,Total","2011","471601"
"Livestock Primary","Botswana","Production","Milk,Total","2012","475996"
"Livestock Primary","Brazil","Production","Eggs Primary","1990","1256301"
"Livestock Primary","Brazil","Production","Eggs Primary","1991","1341019"
"Livestock Primary","Brazil","Production","Eggs Primary","1992","1342950"
"Livestock Primary","Brazil","Production","Eggs Primary","1993","1357757"
"Livestock Primary","Brazil","Production","Eggs Primary","1994","1408625"
"Livestock Primary","Brazil","Production","Eggs Primary","1995","1447350"
"Livestock Primary","Brazil","Production","Eggs Primary","1996","1407572"
"Livestock Primary","Brazil","Production","Eggs Primary","1997","1508977"
"Livestock Primary","Brazil","Production","Eggs Primary","1998","1430539"
"Livestock Primary","Brazil","Production","Eggs Primary","1999","1511000"
"Livestock Primary","Brazil","Production","Eggs Primary","2000","1569464"
"Livestock Primary","Brazil","Production","Eggs Primary","2001","1604143"
"Livestock Primary","Brazil","Production","Eggs Primary","2002","1606500"
"Livestock Primary","Brazil","Production","Eggs Primary","2003","1628752"
"Livestock Primary","Brazil","Production","Eggs Primary","2004","1678332"
"Livestock Primary","Brazil","Production","Eggs Primary","2005","1745529"
"Livestock Primary","Brazil","Production","Eggs Primary","2006","1834564"
"Livestock Primary","Brazil","Production","Eggs Primary","2007","1857817"
"Livestock Primary","Brazil","Production","Eggs Primary","2008","1938802"
"Livestock Primary","Brazil","Production","Eggs Primary","2009","2037205"
"Livestock Primary","Brazil","Production","Eggs Primary","2010","2087400"
"Livestock Primary","Brazil","Production","Eggs Primary","2011","2192774"
"Livestock Primary","Brazil","Production","Eggs Primary","2012","2254784"
"Livestock Primary","Brazil","Production","Meat, Total","1990","7709088"
"Livestock Primary","Brazil","Production","Meat, Total","1991","8545027"
"Livestock Primary","Brazil","Production","Meat, Total","1992","9071529"
"Livestock Primary","Brazil","Production","Meat, Total","1993","9685447"
"Livestock Primary","Brazil","Production","Meat, Total","1994","10489053"
"Livestock Primary","Brazil","Production","Meat, Total","1995","11816818"
"Livestock Primary","Brazil","Production","Meat, Total","1996","12351145"
"Livestock Primary","Brazil","Production","Meat, Total","1997","12656380"
"Livestock Primary","Brazil","Production","Meat, Total","1998","13276820"
"Livestock Primary","Brazil","Production","Meat, Total","1999","14579400"
"Livestock Primary","Brazil","Production","Meat, Total","2000","15424850"
"Livestock Primary","Brazil","Production","Meat, Total","2001","15964800"
"Livestock Primary","Brazil","Production","Meat, Total","2002","17298391"
"Livestock Primary","Brazil","Production","Meat, Total","2003","18377007"
"Livestock Primary","Brazil","Production","Meat, Total","2004","19908035"
"Livestock Primary","Brazil","Production","Meat, Total","2005","19668815"
"Livestock Primary","Brazil","Production","Meat, Total","2006","20441383"
"Livestock Primary","Brazil","Production","Meat, Total","2007","21814555"
"Livestock Primary","Brazil","Production","Meat, Total","2008","22858805"
"Livestock Primary","Brazil","Production","Meat, Total","2009","22610720"
"Livestock Primary","Brazil","Production","Meat, Total","2010","23630101"
"Livestock Primary","Brazil","Production","Meat, Total","2011","24312115"
"Livestock Primary","Brazil","Production","Meat, Total","2012","24648628"
"Livestock Primary","Brazil","Production","Milk,Total","1990","15075930"
"Livestock Primary","Brazil","Production","Milk,Total","1991","15806727"
"Livestock Primary","Brazil","Production","Milk,Total","1992","16567598"
"Livestock Primary","Brazil","Production","Milk,Total","1993","16332258"
"Livestock Primary","Brazil","Production","Milk,Total","1994","16528781"
"Livestock Primary","Brazil","Production","Milk,Total","1995","17238998"
"Livestock Primary","Brazil","Production","Milk,Total","1996","19295232"
"Livestock Primary","Brazil","Production","Milk,Total","1997","19461202"
"Livestock Primary","Brazil","Production","Milk,Total","1998","19493920"
"Livestock Primary","Brazil","Production","Milk,Total","1999","19890771"
"Livestock Primary","Brazil","Production","Milk,Total","2000","20642585"
"Livestock Primary","Brazil","Production","Milk,Total","2001","21395686"
"Livestock Primary","Brazil","Production","Milk,Total","2002","22559976"
"Livestock Primary","Brazil","Production","Milk,Total","2003","23189411"
"Livestock Primary","Brazil","Production","Milk,Total","2004","24459488"
"Livestock Primary","Brazil","Production","Milk,Total","2005","25646111"
"Livestock Primary","Brazil","Production","Milk,Total","2006","26449415"
"Livestock Primary","Brazil","Production","Milk,Total","2007","26385262"
"Livestock Primary","Brazil","Production","Milk,Total","2008","28684865"
"Livestock Primary","Brazil","Production","Milk,Total","2009","29326292"
"Livestock Primary","Brazil","Production","Milk,Total","2010","30959196"
"Livestock Primary","Brazil","Production","Milk,Total","2011","32362554"
"Livestock Primary","Brazil","Production","Milk,Total","2012","32571776"
"Livestock Primary","British Virgin Islands","Production","Meat, Total","1990","244"
"Livestock Primary","British Virgin Islands","Production","Meat, Total","1991","251"
"Livestock Primary","British Virgin Islands","Production","Meat, Total","1992","259"
"Livestock Primary","British Virgin Islands","Production","Meat, Total","1993","266"
"Livestock Primary","British Virgin Islands","Production","Meat, Total","1994","266"
"Livestock Primary","British Virgin Islands","Production","Meat, Total","1995","266"
"Livestock Primary","British Virgin Islands","Production","Meat, Total","1996","266"
"Livestock Primary","British Virgin Islands","Production","Meat, Total","1997","266"
"Livestock Primary","British Virgin Islands","Production","Meat, Total","1998","266"
"Livestock Primary","British Virgin Islands","Production","Meat, Total","1999","266"
"Livestock Primary","British Virgin Islands","Production","Meat, Total","2000","266"
"Livestock Primary","British Virgin Islands","Production","Meat, Total","2001","266"
"Livestock Primary","British Virgin Islands","Production","Meat, Total","2002","266"
"Livestock Primary","British Virgin Islands","Production","Meat, Total","2003","266"
"Livestock Primary","British Virgin Islands","Production","Meat, Total","2004","266"
